@relation 'cjlt123.txt-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.attribute.Remove-R1-79,81-100,103,107-124,126-127,129-220,222-223,225-270'

@attribute att_80 numeric
@attribute att_101 numeric
@attribute att_102 numeric
@attribute att_104 numeric
@attribute att_105 numeric
@attribute att_106 numeric
@attribute att_125 numeric
@attribute att_128 numeric
@attribute att_221 numeric
@attribute att_224 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40}

@data
{0 0.017715,1 0.694854,2 -0.881129,3 0.439578,4 -0.883579,5 -1,6 0.307713,7 -0.630255,8 -0.591593,9 -0.594983,10 31}
{0 0.111656,1 0.646731,2 -0.863725,3 0.381235,4 -0.888032,5 -1,6 0.408273,7 -0.710922,8 -0.660403,9 -0.671515,10 31}
{0 0.127677,1 0.640783,2 -0.848402,3 0.380764,4 -0.89047,5 -1,6 0.363977,7 -0.689838,8 -0.630697,9 -0.640433,10 31}
{0 0.138397,1 0.631668,2 -0.858204,3 0.363214,4 -0.889426,5 -1,6 0.272053,7 -0.58537,8 -0.589266,9 -0.596068,10 31}
{0 0.148616,1 0.62636,2 -0.852124,3 0.359001,4 -0.892631,5 -1,6 0.364624,7 -0.67522,8 -0.641826,9 -0.654547,10 31}
{0 0.123941,1 0.640699,2 -0.845737,3 0.382013,4 -0.886763,5 -1,6 0.373057,7 -0.657513,8 -0.617232,9 -0.621774,10 31}
{0 0.131574,1 0.625273,2 -0.831216,3 0.368224,4 -0.889896,5 -1,6 0.370562,7 -0.627516,8 -0.616274,9 -0.623395,10 31}
{0 0.134811,1 0.621578,2 -0.862948,3 0.346822,4 -0.893809,5 -1,6 0.337285,7 -0.575619,8 -0.622124,9 -0.629483,10 31}
{0 0.087973,1 0.644481,2 -0.887671,3 0.365929,4 -0.888485,5 -1,6 0.340708,7 -0.566869,8 -0.628952,9 -0.636749,10 31}
{0 0.080538,1 0.634532,2 -0.885822,3 0.352991,4 -0.891203,5 -1,6 0.347346,7 -0.573973,8 -0.65816,9 -0.680051,10 31}
{0 0.060961,1 0.641369,2 -0.881432,3 0.36477,4 -0.891286,5 -1,6 0.378445,7 -0.633193,8 -0.70418,9 -0.719956,10 31}
{0 0.031235,1 0.663385,2 -0.87267,3 0.399864,4 -0.884174,5 -1,6 0.406027,7 -0.607017,8 -0.638418,9 -0.655527,10 31}
{0 0.109386,1 0.645562,2 -0.860737,3 0.381122,4 -0.88984,5 -1,6 0.355708,7 -0.636596,8 -0.616496,9 -0.627488,10 31}
{0 -0.5477,1 0.91129,2 -0.864092,3 0.751064,4 -0.88926,5 -1,6 0.234243,7 -0.535087,8 -0.290012,9 -0.222093,10 32}
{0 -0.619952,1 0.895043,2 -0.875589,3 0.723462,4 -0.881929,5 -1,6 0.20131,7 -0.52317,8 -0.373974,9 -0.32395,10 32}
{0 -0.559615,1 0.887093,2 -0.861303,3 0.718145,4 -0.885292,5 -1,6 0.119714,7 -0.485246,8 -0.328738,9 -0.275241,10 32}
{0 -0.607252,1 0.895587,2 -0.883164,3 0.721125,4 -0.873629,5 -1,6 0.060249,7 -0.511321,8 -0.360375,9 -0.314194,10 32}
{0 -0.504006,1 0.879638,2 -0.908527,3 0.687932,4 -0.8744,5 -1,6 0.121519,7 -0.578101,8 -0.404335,9 -0.39301,10 32}
{0 -0.548994,1 0.889277,2 -0.900575,3 0.704963,4 -0.871214,5 -1,6 0.166722,7 -0.513922,8 -0.365421,9 -0.326671,10 32}
{0 -0.54863,1 0.859456,2 -0.947227,3 0.642628,4 -0.873039,5 -1,6 0.143115,7 -0.475945,8 -0.452844,9 -0.456169,10 32}
{0 -0.613336,1 0.868473,2 -0.918811,3 0.66768,4 -0.880112,5 -1,6 0.135096,7 -0.4634,8 -0.431006,9 -0.41653,10 32}
{0 -0.606158,1 0.861467,2 -0.929972,3 0.65293,4 -0.873591,5 -1,6 0.116907,7 -0.423853,8 -0.410316,9 -0.415354,10 32}
{0 -0.639934,1 0.879585,2 -0.934546,3 0.676883,4 -0.870502,5 -1,6 0.190383,7 -0.550412,8 -0.468561,9 -0.477593,10 32}
{0 -0.608668,1 0.856527,2 -0.942391,3 0.640521,4 -0.871165,5 -1,6 0.263685,7 -0.500078,8 -0.510311,9 -0.515795,10 32}
{0 -0.619281,1 0.868131,2 -0.957913,3 0.650491,4 -0.868539,5 -1,6 0.287313,7 -0.511897,8 -0.490291,9 -0.505343,10 32}
{0 -0.586321,1 0.858371,2 -0.934423,3 0.646587,4 -0.877999,5 -1,6 0.247426,7 -0.470215,8 -0.459463,9 -0.462428,10 32}
{0 -0.632879,1 0.873848,2 -0.926422,3 0.672125,4 -0.873045,5 -1,6 0.270188,7 -0.502567,8 -0.456299,9 -0.448299,10 32}
{0 -0.664939,1 0.878488,2 -0.933494,3 0.675757,4 -0.871646,5 -1,6 0.281117,7 -0.551018,8 -0.498747,9 -0.493403,10 32}
{0 -0.654503,1 0.865058,2 -0.933685,3 0.656473,4 -0.870877,5 -1,6 0.242534,7 -0.477474,8 -0.480642,9 -0.478714,10 32}
{0 -0.573864,1 0.862524,2 -0.930579,3 0.654176,4 -0.875613,5 -1,6 0.247928,7 -0.472795,8 -0.444395,9 -0.438169,10 32}
{0 -0.595098,1 0.864571,2 -0.938734,3 0.653622,4 -0.862504,5 -1,6 0.288515,7 -0.532935,8 -0.503366,9 -0.501216,10 32}
{0 -0.616844,1 0.888857,2 -0.927115,3 0.693263,4 -0.874104,5 -1,6 0.155882,7 -0.510109,8 -0.400496,9 -0.391041,10 32}
{0 -0.609857,1 0.887535,2 -0.918389,3 0.695038,4 -0.871698,5 -1,6 0.092773,7 -0.538331,8 -0.405751,9 -0.405089,10 32}
{0 -0.622469,1 0.88574,2 -0.942283,3 0.682412,4 -0.881098,5 -1,6 0.126936,7 -0.545489,8 -0.436073,9 -0.450328,10 32}
{0 -0.61995,1 0.892726,2 -0.916269,3 0.703313,4 -0.877775,5 -1,6 0.169972,7 -0.515658,8 -0.388896,9 -0.370818,10 32}
{0 -0.642742,1 0.899787,2 -0.933118,3 0.706386,4 -0.867924,5 -1,6 0.157248,7 -0.583918,8 -0.425023,9 -0.426108,10 32}
{0 -0.636229,1 0.906848,2 -0.938581,3 0.714227,4 -0.867033,5 -1,6 0.178524,7 -0.59885,8 -0.408347,9 -0.412672,10 32}
{0 -0.632544,1 0.904459,2 -0.922191,3 0.717589,4 -0.875898,5 -1,6 0.18653,7 -0.560014,8 -0.39054,9 -0.373892,10 32}
{0 0.161139,1 0.562029,2 -0.743117,3 0.328963,4 -0.902428,5 -1,6 -0.062493,7 -0.326689,8 -0.406145,9 -0.411254,10 33}
{0 0.232542,1 0.480748,2 -0.812541,3 0.183445,4 -0.910567,5 -1,6 -0.061812,7 -0.168483,8 -0.438667,9 -0.433039,10 33}
{0 0.259501,1 0.463649,2 -0.797798,3 0.169502,4 -0.910444,5 -1,6 -0.048415,7 -0.163918,8 -0.431567,9 -0.41913,10 33}
{0 0.279578,1 0.442192,2 -0.76985,3 0.158102,4 -0.909052,5 -1,6 -0.047636,7 -0.180268,8 -0.434007,9 -0.434555,10 33}
{0 0.29001,1 0.394451,2 -0.816448,3 0.067501,4 -0.918432,5 -1,6 -0.095287,7 -0.064867,8 -0.447548,9 -0.433218,10 33}
{0 0.288963,1 0.427035,2 -0.803399,3 0.118176,4 -0.914532,5 -1,6 -0.010247,7 -0.168999,8 -0.506198,9 -0.481645,10 33}
{0 0.306523,1 0.407346,2 -0.795456,3 0.097526,4 -0.912669,5 -1,6 -0.109918,7 -0.070811,8 -0.393634,9 -0.367227,10 33}
{0 0.316786,1 0.379451,2 -0.832574,3 0.037533,4 -0.916359,5 -1,6 -0.137782,7 -0.023357,8 -0.403114,9 -0.390755,10 33}
{0 0.342923,1 0.399914,2 -0.846881,3 0.055236,4 -0.913364,5 -1,6 -0.070931,7 -0.088377,8 -0.430824,9 -0.415256,10 33}
{0 0.367439,1 0.409184,2 -0.812969,3 0.08899,4 -0.911676,5 -1,6 -0.043873,7 -0.162753,8 -0.430785,9 -0.419427,10 33}
{0 0.375134,1 0.377927,2 -0.832644,3 0.035517,4 -0.914147,5 -1,6 -0.01773,7 -0.153109,8 -0.492943,9 -0.488987,10 33}
{0 0.346928,1 0.369343,2 -0.866773,3 0.001489,4 -0.914913,5 -1,6 -0.106173,7 -0.073674,8 -0.47335,9 -0.480009,10 33}
{0 0.360009,1 0.360956,2 -0.856088,3 -0.002392,4 -0.912795,5 -1,6 -0.135811,7 -0.004439,8 -0.382728,9 -0.371021,10 33}
{0 0.341009,1 0.370637,2 -0.822051,3 0.032978,4 -0.912962,5 -1,6 -0.112354,7 -0.063632,8 -0.421816,9 -0.421939,10 33}
{0 0.388799,1 0.335887,2 -0.802584,3 0.001196,4 -0.922017,5 -1,6 -0.109003,7 -0.097664,8 -0.491554,9 -0.454541,10 33}
{0 0.344331,1 0.379115,2 -0.863439,3 0.016737,4 -0.91512,5 -1,6 -0.139401,7 -0.02811,8 -0.400447,9 -0.394925,10 33}
{0 0.328196,1 0.364259,2 -0.836653,3 0.014978,4 -0.91586,5 -0.892096,6 -0.198389,7 0.005972,8 -0.374566,9 -0.370832,10 33}
{0 0.372809,1 0.350657,2 -0.877206,3 -0.030548,4 -0.912695,5 -1,6 -0.195258,7 0.029639,8 -0.352517,9 -0.348681,10 33}
{0 0.358759,1 0.316357,2 -0.860046,3 -0.063806,4 -0.915469,5 -0.900228,6 -0.202274,7 0.058183,8 -0.395079,9 -0.376709,10 33}
{0 0.328545,1 0.355409,2 -0.819705,3 0.014785,4 -0.916222,5 -1,6 -0.144652,7 -0.082452,8 -0.478823,9 -0.495256,10 33}
{0 0.340087,1 0.372804,2 -0.857213,3 0.012523,4 -0.913024,5 -1,6 -0.166601,7 -0.018419,8 -0.38383,9 -0.393866,10 33}
{0 0.329767,1 0.331215,2 -0.906511,3 -0.077499,4 -0.913658,5 -1,6 -0.1991,7 0.081585,8 -0.38516,9 -0.400997,10 33}
{0 0.372675,1 0.406705,2 -0.844482,3 0.06582,4 -0.90857,5 -1,6 -0.109919,7 -0.152399,8 -0.432042,9 -0.43953,10 33}
{0 0.320873,1 0.372982,2 -0.849968,3 0.017601,4 -0.911971,5 -1,6 -0.04387,7 -0.058494,8 -0.459258,9 -0.467937,10 33}
{0 0.284146,1 0.38967,2 -0.867709,3 0.028032,4 -0.911253,5 -1,6 -0.14983,7 0.028857,8 -0.388682,9 -0.374012,10 33}
{0 0.230207,1 -0.082092,2 0.096027,3 0.218947,4 -0.941561,5 -0.630289,6 -0.399597,7 0.052032,8 -0.06843,9 -0.074182,10 34}
{0 0.222437,1 0.014025,2 0.130436,3 0.283811,4 -0.934492,5 -0.443276,6 -0.337701,7 -0.045894,8 -0.117571,9 -0.096243,10 34}
{0 0.203141,1 -0.020737,2 0.040325,3 0.215679,4 -0.936888,5 -0.72379,6 -0.371043,7 0.003338,8 -0.152777,9 -0.181297,10 34}
{0 0.278202,1 -0.115406,2 0.00554,3 0.15343,4 -0.941906,5 -0.588857,6 -0.390462,7 0.033645,8 -0.157949,9 -0.159832,10 34}
{0 0.198776,1 -0.06175,2 0.068713,3 0.212327,4 -0.938641,5 -0.479725,6 -0.389326,7 0.01494,8 -0.157595,9 -0.176414,10 34}
{0 0.227698,1 -0.052695,2 0.067423,3 0.215652,4 -0.938431,5 -0.468112,6 -0.373849,7 0.001833,8 -0.154051,9 -0.154038,10 34}
{0 0.185271,1 -0.038702,2 0.009993,3 0.189462,4 -0.936184,5 -0.746313,6 -0.412475,7 0.06391,8 -0.160022,9 -0.163856,10 34}
{0 0.202089,1 -0.057002,2 0.01148,3 0.181242,4 -0.940861,5 -0.511345,6 -0.39795,7 0.041844,8 -0.174248,9 -0.191068,10 34}
{0 0.210054,1 -0.056673,2 -0.102141,3 0.113672,4 -0.938405,5 -0.388561,6 -0.435785,7 0.116745,8 -0.180724,9 -0.189326,10 34}
{0 0.279186,1 -0.144398,2 -0.034069,3 0.118969,4 -0.94504,5 -0.399554,6 -0.416267,7 0.059496,8 -0.196806,9 -0.181393,10 34}
{0 0.186247,1 -0.004382,2 0.006065,3 0.204827,4 -0.934474,5 -0.560039,6 -0.374292,7 0.022554,8 -0.182861,9 -0.194314,10 34}
{0 0.233391,1 -0.091693,2 0.055737,3 0.19209,4 -0.941097,5 -0.390791,6 -0.355089,7 -0.026462,8 -0.231217,9 -0.229732,10 34}
{0 0.181283,1 -0.023623,2 0.018842,3 0.202064,4 -0.935702,5 -0.564856,6 -0.415069,7 0.066487,8 -0.139647,9 -0.141754,10 34}
{0 0.182357,1 -0.062403,2 0.165025,3 0.265872,4 -0.938282,5 -0.574179,6 -0.373692,7 0.011722,8 -0.117627,9 -0.099568,10 34}
{0 0.124821,1 -0.061896,2 0.080244,3 0.21883,4 -0.938488,5 -0.569565,6 -0.424434,7 0.091901,8 -0.146656,9 -0.137676,10 34}
{0 0.124816,1 -0.009511,2 0.137442,3 0.275518,4 -0.934193,5 -0.65689,6 -0.390559,7 0.03378,8 -0.120092,9 -0.115413,10 34}
{0 0.064386,1 -0.018813,2 0.176766,3 0.292194,4 -0.934752,5 -0.659346,6 -0.414327,7 0.066941,8 -0.086402,9 -0.101156,10 34}
{0 0.101922,1 -0.012268,2 0.018126,3 0.207716,4 -0.93248,5 -0.679913,6 -0.427689,7 0.092784,8 -0.18092,9 -0.182335,10 34}
{0 0.096823,1 -0.07049,2 0.118244,3 0.236458,4 -0.939496,5 -0.737955,6 -0.430948,7 0.092811,8 -0.155435,9 -0.134394,10 34}
{0 0.073735,1 -0.049432,2 0.040917,3 0.202144,4 -0.936974,5 -0.578686,6 -0.464666,7 0.151353,8 -0.113869,9 -0.13336,10 34}
{0 0.101471,1 -0.017363,2 0.045465,3 0.220567,4 -0.933681,5 -0.753312,6 -0.41614,7 0.078499,8 -0.167065,9 -0.180346,10 34}
{0 -0.011332,1 -0.036967,2 0.026509,3 0.199678,4 -0.937924,5 -0.634546,6 -0.474343,7 0.159283,8 -0.187442,9 -0.214161,10 34}
{0 0.06704,1 0.060905,2 -0.025336,3 0.225488,4 -0.926409,5 -0.758319,6 -0.439467,7 0.119808,8 -0.127599,9 -0.146255,10 34}
{0 0.080575,1 -0.039789,2 -0.038865,3 0.160518,4 -0.933166,5 -0.699097,6 -0.47152,7 0.157853,8 -0.138608,9 -0.190938,10 34}
{0 0.109941,1 -0.092306,2 0.002545,3 0.160557,4 -0.94247,5 -0.627404,6 -0.471377,7 0.150882,8 -0.152431,9 -0.169609,10 34}
{0 0.129228,1 0.232287,2 -0.590233,3 0.023105,4 -0.909893,5 -0.766975,6 -0.513432,7 0.228654,8 -0.231175,9 -0.254455,10 35}
{0 0.10803,1 0.328942,2 -0.641934,3 0.097165,4 -0.901505,5 -1,6 -0.446915,7 0.130157,8 -0.274638,9 -0.316,10 35}
{0 0.110414,1 0.266742,2 -0.494989,3 0.119656,4 -0.910382,5 -0.833828,6 -0.439996,7 0.126206,8 -0.241598,9 -0.280245,10 35}
{0 0.120403,1 0.25736,2 -0.488784,3 0.113757,4 -0.913607,5 -0.825303,6 -0.444306,7 0.13388,8 -0.254803,9 -0.267156,10 35}
{0 0.115415,1 0.26215,2 -0.56198,3 0.073037,4 -0.9127,5 -0.827199,6 -0.474804,7 0.169516,8 -0.258772,9 -0.285719,10 35}
{0 0.128781,1 0.249986,2 -0.565765,3 0.057804,4 -0.908321,5 -0.766975,6 -0.471157,7 0.163876,8 -0.271097,9 -0.305283,10 35}
{0 0.154147,1 0.254682,2 -0.569078,3 0.060546,4 -0.913645,5 -0.651882,6 -0.458438,7 0.140202,8 -0.277579,9 -0.309335,10 35}
{0 0.126042,1 0.314465,2 -0.588711,3 0.11361,4 -0.902978,5 -0.687258,6 -0.418577,7 0.091676,8 -0.290945,9 -0.326831,10 35}
{0 0.164184,1 0.301387,2 -0.573549,3 0.108419,4 -0.904506,5 -0.842604,6 -0.384759,7 0.073758,8 -0.293453,9 -0.318779,10 35}
{0 0.140652,1 0.301704,2 -0.603175,3 0.090339,4 -0.904854,5 -0.762325,6 -0.429158,7 0.104608,8 -0.287017,9 -0.330476,10 35}
{0 0.06677,1 0.420976,2 -0.613421,3 0.222607,4 -0.884254,5 -0.725114,6 -0.347821,7 -0.005795,8 -0.312052,9 -0.337645,10 35}
{0 0.165115,1 0.339834,2 -0.633003,3 0.115369,4 -0.896768,5 -0.779876,6 -0.396991,7 0.055738,8 -0.291971,9 -0.33264,10 35}
{0 0.111684,1 0.383411,2 -0.592659,3 0.19015,4 -0.888447,5 -0.930882,6 -0.35327,7 -0.00753,8 -0.313285,9 -0.351247,10 35}
{0 0.178816,1 0.305846,2 -0.592868,3 0.101827,4 -0.845412,5 -0.805809,6 -0.405152,7 0.060573,8 -0.291073,9 -0.33281,10 35}
{0 0.206106,1 0.251798,2 -0.524709,3 0.085816,4 -0.908506,5 -0.687258,6 -0.411596,7 0.080019,8 -0.260466,9 -0.298115,10 35}
{0 0.224462,1 0.268865,2 -0.569293,3 0.075682,4 -0.906823,5 -0.610354,6 -0.432084,7 0.088917,8 -0.25868,9 -0.279395,10 35}
{0 0.187211,1 0.273192,2 -0.569676,3 0.080133,4 -0.904288,5 -0.775035,6 -0.434785,7 0.097987,8 -0.261988,9 -0.303158,10 35}
{0 0.205308,1 0.258142,2 -0.636067,3 0.020623,4 -0.909871,5 -0.594449,6 -0.451627,7 0.117618,8 -0.30458,9 -0.350115,10 35}
{0 0.205521,1 0.254889,2 -0.577974,3 0.055167,4 -0.906841,5 -0.771447,6 -0.441767,7 0.112307,8 -0.262083,9 -0.300994,10 35}
{0 0.220042,1 0.257276,2 -0.636031,3 0.019796,4 -0.902258,5 -0.647244,6 -0.452945,7 0.126967,8 -0.26847,9 -0.318535,10 35}
{0 0.216018,1 0.204189,2 -0.578578,3 0.001614,4 -0.914141,5 -0.758319,6 -0.458347,7 0.139766,8 -0.301323,9 -0.332503,10 35}
{0 0.238567,1 0.209477,2 -0.621377,3 -0.022091,4 -0.913366,5 -0.439854,6 -0.465611,7 0.140386,8 -0.298034,9 -0.341184,10 35}
{0 0.195963,1 0.288962,2 -0.651951,3 0.044866,4 -0.901918,5 -0.778517,6 -0.450134,7 0.113049,8 -0.268225,9 -0.328657,10 35}
{0 0.171203,1 0.225201,2 -0.722481,3 -0.076208,4 -0.903077,5 -0.661277,6 -0.539605,7 0.263786,8 -0.246755,9 -0.299275,10 35}
{0 0.183667,1 -0.038279,2 0.138807,3 0.261974,4 -0.939451,5 -0.805332,6 -0.332049,7 -0.051374,8 -0.265783,9 -0.191418,10 36}
{0 0.255625,1 -0.036845,2 0.021767,3 0.197035,4 -0.937646,5 -0.909671,6 -0.321895,7 -0.07462,8 -0.310902,9 -0.257943,10 36}
{0 0.183826,1 -0.059566,2 0.086943,3 0.223723,4 -0.937637,5 -0.916324,6 -0.337789,7 -0.053183,8 -0.26254,9 -0.266838,10 36}
{0 0.18523,1 -0.028013,2 0.069546,3 0.228705,4 -0.935681,5 -0.828451,6 -0.343003,7 -0.035456,8 -0.25246,9 -0.231676,10 36}
{0 0.168023,1 -0.005263,2 0.061476,3 0.235691,4 -0.935037,5 -0.551764,6 -0.332742,7 -0.055654,8 -0.290097,9 -0.26606,10 36}
{0 0.123661,1 -0.05515,2 0.101992,3 0.234076,4 -0.938285,5 -0.912652,6 -0.346075,7 -0.02699,8 -0.290007,9 -0.281473,10 36}
{0 0.156953,1 0.004072,2 0.049095,3 0.233716,4 -0.934623,5 -0.727987,6 -0.365904,7 -0.002842,8 -0.25016,9 -0.21028,10 36}
{0 0.180741,1 -0.051072,2 0.067203,3 0.216309,4 -0.937963,5 -0.825303,6 -0.355165,7 -0.018868,8 -0.268215,9 -0.237587,10 36}
{0 0.246507,1 -0.039504,2 -0.059957,3 0.147489,4 -0.940337,5 -0.696868,6 -0.368573,7 0.0351,8 -0.261425,9 -0.207575,10 36}
{0 0.284504,1 -0.203582,2 -0.189373,3 0.000782,4 -0.951538,5 -0.898952,6 -0.335803,7 -0.043396,8 -0.509349,9 -0.523657,10 36}
{0 0.164447,1 -0.007993,2 0.024659,3 0.2135,4 -0.934855,5 -0.911686,6 -0.347577,7 -0.021606,8 -0.277207,9 -0.265873,10 36}
{0 0.190852,1 0.030279,2 -0.028481,3 0.204814,4 -0.93023,5 -0.748984,6 -0.345116,7 -0.027833,8 -0.254911,9 -0.259501,10 36}
{0 0.202762,1 0.02609,2 -0.131447,3 0.141902,4 -0.930036,5 -0.753312,6 -0.353487,7 -0.024286,8 -0.33565,9 -0.356002,10 36}
{0 0.288243,1 0.017263,2 -0.117715,3 0.14469,4 -0.93204,5 -0.828451,6 -0.33997,7 -0.035788,8 -0.256178,9 -0.259843,10 36}
{0 0.190974,1 0.0368,2 -0.042985,3 0.200437,4 -0.929249,5 -0.669946,6 -0.336038,7 -0.038911,8 -0.269959,9 -0.282775,10 36}
{0 0.259084,1 0.007852,2 -0.190422,3 0.094588,4 -0.931566,5 -0.588857,6 -0.36356,7 0.005921,8 -0.302383,9 -0.326728,10 36}
{0 0.232184,1 0.074791,2 -0.147791,3 0.163771,4 -0.928634,5 -0.733066,6 -0.339862,7 -0.018144,8 -0.273467,9 -0.271524,10 36}
{0 0.206525,1 0.110303,2 -0.139691,3 0.193694,4 -0.924162,5 -0.745419,6 -0.334237,7 -0.02942,8 -0.255984,9 -0.263555,10 36}
{0 0.184898,1 0.112223,2 -0.123388,3 0.204498,4 -0.923342,5 -0.499732,6 -0.338365,7 -0.024481,8 -0.247293,9 -0.262568,10 36}
{0 0.175125,1 0.108252,2 -0.064773,3 0.23476,4 -0.925908,5 -0.645408,6 -0.297724,7 -0.08609,8 -0.319434,9 -0.299974,10 36}
{0 0.176303,1 0.119662,2 -0.063572,3 0.243531,4 -0.92475,5 -0.824015,6 -0.29427,7 -0.084428,8 -0.287999,9 -0.279473,10 36}
{0 0.204447,1 0.146931,2 -0.090443,3 0.248785,4 -0.919329,5 -0.756674,6 -0.260229,7 -0.11667,8 -0.275473,9 -0.277288,10 36}
{0 0.187832,1 0.153983,2 -0.140825,3 0.225911,4 -0.921046,5 -0.828451,6 -0.27123,7 -0.108303,8 -0.310086,9 -0.330792,10 36}
{0 0.14587,1 0.125356,2 -0.064474,3 0.24713,4 -0.924167,5 -0.824659,6 -0.257153,7 -0.14106,8 -0.365333,9 -0.381637,10 36}
{0 -0.272059,1 0.759113,2 -0.989968,3 0.478659,4 -0.931241,5 -1,6 -0.191341,7 -0.331733,8 -0.457511,9 -0.525826,10 37}
{0 -0.631387,1 0.003802,2 -0.022833,3 0.193728,4 -0.907066,5 -0.55428,6 -0.606914,7 0.463769,8 -0.18438,9 -0.150168,10 37}
{0 -0.638283,1 -0.372327,2 -0.101816,3 0.040457,4 -0.962872,5 -0.660956,6 -0.643241,7 0.498171,8 -0.427051,9 -0.352288,10 37}
{0 -0.731751,1 -0.395406,2 -0.417032,3 -0.18527,4 -0.964323,5 -0.777134,6 -0.76674,7 0.695591,8 -0.331778,9 -0.305366,10 37}
{0 -0.55885,1 -0.027816,2 -0.022075,3 0.177263,4 -0.910114,5 -0.8711,6 -0.58261,7 0.465351,8 -0.179268,9 -0.139546,10 37}
{0 -0.620415,1 -0.074726,2 0.161491,3 0.258568,4 -0.940854,5 -0.908288,6 -0.551684,7 0.371839,8 -0.198959,9 -0.19762,10 37}
{0 -0.547395,1 0.081004,2 0.028512,3 0.26857,4 -0.917141,5 -0.933207,6 -0.551295,7 0.361555,8 -0.152863,9 -0.158781,10 37}
{0 -0.652625,1 -0.173065,2 -0.016258,3 0.120606,4 -0.9484,5 -0.907215,6 -0.658145,7 0.523224,8 -0.188249,9 -0.172105,10 37}
{0 -0.59217,1 -0.294458,2 -0.018457,3 0.096001,4 -0.957303,5 -0.910017,6 -0.654976,7 0.543272,8 -0.198211,9 -0.143616,10 37}
{0 -0.566375,1 -0.232191,2 0.026903,3 0.13228,4 -0.953723,5 -0.479343,6 -0.56796,7 0.393853,8 -0.420474,9 -0.36291,10 37}
{0 -0.550017,1 -0.010231,2 0.179712,3 0.298922,4 -0.91498,5 -0.699419,6 -0.500108,7 0.313898,8 -0.235747,9 -0.186731,10 37}
{0 -0.508537,1 -0.140066,2 -0.125642,3 0.062997,4 -0.946007,5 -0.627404,6 -0.615834,7 0.463758,8 -0.35656,9 -0.312836,10 37}
{0 -0.563425,1 -0.188605,2 0.199754,3 0.242025,4 -0.950882,5 -0.790822,6 -0.588119,7 0.439071,8 -0.158056,9 -0.073926,10 37}
{0 -0.679252,1 -0.334363,2 0.242017,3 0.246619,4 -0.960455,5 -0.900228,6 -0.5992,7 0.449356,8 -0.1606,9 -0.102283,10 37}
{0 -0.431358,1 0.65933,2 -0.831663,3 0.414054,4 -0.934828,5 -0.868977,6 -0.464907,7 0.161872,8 -0.040479,9 -0.134097,10 37}
{0 -0.616549,1 -0.465889,2 -0.013766,3 0.108325,4 -0.969134,5 -0.894946,6 -0.589764,7 0.409005,8 -0.435246,9 -0.403387,10 37}
{0 -0.580124,1 -0.351892,2 0.184126,3 0.214219,4 -0.961697,5 -0.81586,6 -0.590812,7 0.444476,8 -0.188783,9 -0.12397,10 37}
{0 -0.58556,1 -0.511103,2 -0.083644,3 0.075196,4 -0.970344,5 -0.874498,6 -0.613282,7 0.473882,8 -0.415378,9 -0.315825,10 37}
{0 -0.590882,1 -0.504258,2 -0.057577,3 0.090013,4 -0.97097,5 -0.775035,6 -0.587163,7 0.449462,8 -0.417408,9 -0.342065,10 37}
{0 -0.58537,1 -0.319683,2 0.134685,3 0.186542,4 -0.959135,5 -0.742664,6 -0.60759,7 0.450816,8 -0.199821,9 -0.165114,10 37}
{0 -0.554924,1 -0.50123,2 -0.087215,3 0.070493,4 -0.970784,5 -0.943759,6 -0.61908,7 0.484666,8 -0.352359,9 -0.285261,10 37}
{0 -0.599996,1 -0.264297,2 0.30438,3 0.286134,4 -0.954801,5 -0.912652,6 -0.560685,7 0.374887,8 -0.18067,9 -0.128486,10 37}
{0 -0.567941,1 -0.181503,2 0.315405,3 0.306966,4 -0.949266,5 -0.905367,6 -0.499916,7 0.309235,8 -0.248597,9 -0.188876,10 37}
{0 -0.590296,1 -0.438575,2 0.022129,3 0.125359,4 -0.967155,5 -0.94581,6 -0.582792,7 0.423559,8 -0.367175,9 -0.330712,10 37}
{0 -0.601591,1 -0.16047,2 0.136461,3 0.214475,4 -0.946117,5 -0.661754,6 -0.577461,7 0.391479,8 -0.243834,9 -0.235225,10 37}
{0 0.171842,1 -0.507982,2 -0.082854,3 0.075061,4 -0.970965,5 -0.366408,6 -0.417847,7 0.378184,8 0.065727,9 0.134097,10 38}
{0 0.220044,1 -0.522789,2 -0.023534,3 0.116245,4 -0.971648,5 -0.706323,6 -0.388634,7 0.163391,8 -0.106973,9 -0.100568,10 38}
{0 0.214834,1 -0.497606,2 -0.015995,3 0.114057,4 -0.970649,5 -0.609996,6 -0.320504,7 0.121793,8 -0.188981,9 -0.175172,10 38}
{0 -0.480907,1 0.474867,2 -0.553062,3 0.317552,4 -0.94301,5 -0.845155,6 -0.628607,7 0.426418,8 0.160196,9 0.091354,10 38}
{0 0.231785,1 -0.491338,2 0.026682,3 0.138334,4 -0.969927,5 -0.710603,6 -0.339478,7 0.149526,8 -0.092935,9 -0.070416,10 38}
{0 0.199091,1 -0.452149,2 0.161469,3 0.209083,4 -0.967104,5 -0.435228,6 -0.342852,7 0.08984,8 -0.122962,9 -0.073906,10 38}
